OmicsProcessing	OmicsProcessing_gold_sequencing_project_identifierss	OmicsProcessing_has_input_rdf_types	OmicsProcessing_has_inputs	OmicsProcessing_has_output_rdf_types	OmicsProcessing_has_outputs	OmicsProcessing_instrument_name	OmicsProcessing_ncbi_project_name	OmicsProcessing_omics_type_rdf_types	OmicsProcessing_omics_type_terms	OmicsProcessing_omics_type_has_raw_values	OmicsProcessing_part_of_rdf_types	OmicsProcessing_part_ofs	OmicsProcessing_processing_institution	OmicsProcessing_type	OmicsProcessing_name
nmdc:omprc-11-gvajp749		nmdc:ProcessedSample	nmdc:procsm-11-a50h1516	nmdc:DataObject	nmdc:dobj-11-6jvgs544|nmdc:dobj-11-kfybet07	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MLBS_064-M-20180612-COMP-DNA1
nmdc:omprc-11-sg4rbv98		nmdc:ProcessedSample	nmdc:procsm-11-qetqqq41	nmdc:DataObject	nmdc:dobj-11-7b7enb77|nmdc:dobj-11-fa4nke97	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CLBJ_034-M-20190416-COMP-DNA1
nmdc:omprc-11-2c839d04		nmdc:ProcessedSample	nmdc:procsm-11-82bp0j93	nmdc:DataObject	nmdc:dobj-11-mga0gw14|nmdc:dobj-11-vmbmz389	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_001-M-20180702-COMP-DNA1
nmdc:omprc-11-f5mpq644		nmdc:ProcessedSample	nmdc:procsm-11-26way797	nmdc:DataObject	nmdc:dobj-11-73za3e04|nmdc:dobj-11-c5h4xy95	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MOAB_045-M-20160725-COMP-DNA1
nmdc:omprc-11-m3afdj76		nmdc:ProcessedSample	nmdc:procsm-11-gg69xe20	nmdc:DataObject	nmdc:dobj-11-43a5a778|nmdc:dobj-11-h2tn4x23	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_005-M-20180709-COMP-DNA1
nmdc:omprc-11-qkv2ax78		nmdc:ProcessedSample	nmdc:procsm-11-kt9zjr04	nmdc:DataObject	nmdc:dobj-11-73fgdc27|nmdc:dobj-11-a63sem93	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_004-M-20160809-COMP-DNA1
nmdc:omprc-11-bbqbpq58		nmdc:ProcessedSample	nmdc:procsm-11-5mtgdp79	nmdc:DataObject	nmdc:dobj-11-3v92qd67|nmdc:dobj-11-tntgp650	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MOAB_003-M-20170522-COMP-DNA1
nmdc:omprc-11-rsta1b29		nmdc:ProcessedSample	nmdc:procsm-11-vwbycm98	nmdc:DataObject	nmdc:dobj-11-2n7mh379|nmdc:dobj-11-z16qgj27	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NOGP_002-M-20200701-COMP-DNA1
nmdc:omprc-11-xb9ntj40		nmdc:ProcessedSample	nmdc:procsm-11-ey0x5866	nmdc:DataObject	nmdc:dobj-11-dgvzh415|nmdc:dobj-11-nx3qvv61	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_003-M-20200803-COMP-DNA1
nmdc:omprc-11-vv5ct745		nmdc:ProcessedSample	nmdc:procsm-11-0ctwaz62	nmdc:DataObject	nmdc:dobj-11-n9jy6t79|nmdc:dobj-11-ya9xap98	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - BART_001-O-20170612-COMP-DNA1
nmdc:omprc-11-50ms8c40		nmdc:ProcessedSample	nmdc:procsm-11-tt9tds72	nmdc:DataObject	nmdc:dobj-11-4whxzk80|nmdc:dobj-11-xwm8rh10	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_042-M-20171127-COMP-DNA1
nmdc:omprc-11-e8pgj592		nmdc:ProcessedSample	nmdc:procsm-11-yxm1n986	nmdc:DataObject	nmdc:dobj-11-38048593|nmdc:dobj-11-h05ksj79	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MOAB_005-M-20170522-COMP-DNA1
nmdc:omprc-11-qx5b4146		nmdc:ProcessedSample	nmdc:procsm-11-z31q3y60	nmdc:DataObject	nmdc:dobj-11-gtcp6m54|nmdc:dobj-11-xcbygj20	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MOAB_001-M-20170521-COMP-DNA1
nmdc:omprc-11-3ng57e48		nmdc:ProcessedSample	nmdc:procsm-11-b430cr97	nmdc:DataObject	nmdc:dobj-11-k9jwdb55|nmdc:dobj-11-xgq7tp52	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_042-M-20200728-COMP-DNA1
nmdc:omprc-11-whgh5b79		nmdc:ProcessedSample	nmdc:procsm-11-mst4f442	nmdc:DataObject	nmdc:dobj-11-cejd2v63|nmdc:dobj-11-q5dpjs40	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_002-M-20170710-COMP-DNA1
nmdc:omprc-11-5q7jge60		nmdc:ProcessedSample	nmdc:procsm-11-285xtx36	nmdc:DataObject	nmdc:dobj-11-5jaby241|nmdc:dobj-11-pg0vaz44|nmdc:dobj-11-am1sc276|nmdc:dobj-11-ejnjh033	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_042-M-20170801-COMP-DNA1
nmdc:omprc-11-fxnxgx08		nmdc:ProcessedSample	nmdc:procsm-11-sbjpb379	nmdc:DataObject	nmdc:dobj-11-9r024f34|nmdc:dobj-11-jvksgb74	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MLBS_003-O-20180612-COMP-DNA1
nmdc:omprc-11-d3thgz53		nmdc:ProcessedSample	nmdc:procsm-11-henewc67	nmdc:DataObject	nmdc:dobj-11-3xy1jg52|nmdc:dobj-11-deawq995	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NOGP_012-M-20200706-COMP-DNA1
nmdc:omprc-11-xfj2pr18		nmdc:ProcessedSample	nmdc:procsm-11-n1b9cg82	nmdc:DataObject	nmdc:dobj-11-b1szmg35|nmdc:dobj-11-yjcz2g93	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_002-O-20180731-COMP-DNA1
nmdc:omprc-11-xh9det28		nmdc:ProcessedSample	nmdc:procsm-11-bgatf196	nmdc:DataObject	nmdc:dobj-11-wcxfft93|nmdc:dobj-11-zcxp2h58	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CLBJ_003-M-20170411-COMP-DNA1
nmdc:omprc-11-y2nrzh87		nmdc:ProcessedSample	nmdc:procsm-11-mamfhn97	nmdc:DataObject	nmdc:dobj-11-at9jt293|nmdc:dobj-11-y1g91443	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_005-M-20160830-COMP-DNA1
nmdc:omprc-11-z9gfq131		nmdc:ProcessedSample	nmdc:procsm-11-wed5gv35	nmdc:DataObject	nmdc:dobj-11-0sb7vr33|nmdc:dobj-11-jpdmet21	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_005-M-20180717-COMP-DNA1
nmdc:omprc-11-hfeb2167		nmdc:ProcessedSample	nmdc:procsm-11-q3ecyz95	nmdc:DataObject	nmdc:dobj-11-cekpcx21|nmdc:dobj-11-mzpvrm27	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_061-M-20180709-COMP-DNA1
nmdc:omprc-11-m95hm211		nmdc:ProcessedSample	nmdc:procsm-11-z69kaz23	nmdc:DataObject	nmdc:dobj-11-fcf8zr27|nmdc:dobj-11-t4vgq720	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_001-M-20160920-COMP-DNA2
nmdc:omprc-11-sx2m1p21		nmdc:ProcessedSample	nmdc:procsm-11-bn6ezz11	nmdc:DataObject	nmdc:dobj-11-3v60a740|nmdc:dobj-11-y03fy756	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_004-M-20171129-COMP-DNA1
nmdc:omprc-11-8sxv2v10		nmdc:ProcessedSample	nmdc:procsm-11-a6za6q41	nmdc:DataObject	nmdc:dobj-11-5hfhf124|nmdc:dobj-11-744qkw82	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_002-M-20160912-COMP-DNA1
nmdc:omprc-11-zt5xd930		nmdc:ProcessedSample	nmdc:procsm-11-tzp48z54	nmdc:DataObject	nmdc:dobj-11-q0bvq165|nmdc:dobj-11-tatb0f39	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_062-M-20160830-COMP-DNA1
nmdc:omprc-11-6exkjr62		nmdc:ProcessedSample	nmdc:procsm-11-zvd8h288	nmdc:DataObject	nmdc:dobj-11-j42h2497|nmdc:dobj-11-n9f88f24	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CLBJ_001-M-20170412-COMP-DNA1
nmdc:omprc-11-10tbf517		nmdc:ProcessedSample	nmdc:procsm-11-a5p4jz48	nmdc:DataObject	nmdc:dobj-11-0znkyy58|nmdc:dobj-11-a0q4xk45	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - HEAL_048-O-20160725-COMP-DNA1
nmdc:omprc-11-xcebtp57		nmdc:ProcessedSample	nmdc:procsm-11-hv9g0a03	nmdc:DataObject	nmdc:dobj-11-92x3q928|nmdc:dobj-11-e19xyw69	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_043-M-20170711-COMP-DNA1
nmdc:omprc-11-y3zryj23		nmdc:ProcessedSample	nmdc:procsm-11-02pggz36	nmdc:DataObject	nmdc:dobj-11-45kche59|nmdc:dobj-11-p4epz291	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_040-O-20190807-COMP-DNA1
nmdc:omprc-11-r1196q18		nmdc:ProcessedSample	nmdc:procsm-11-s6dk0v11	nmdc:DataObject	nmdc:dobj-11-thcjbd77|nmdc:dobj-11-xwpym287	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MOAB_003-M-20160727-COMP-DNA1
nmdc:omprc-11-90e3se17		nmdc:ProcessedSample	nmdc:procsm-11-htqf9x18	nmdc:DataObject	nmdc:dobj-11-c7rgc991|nmdc:dobj-11-f9jcvv67	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_041-M-20200706-COMP-DNA1
nmdc:omprc-11-qzmj8v97		nmdc:ProcessedSample	nmdc:procsm-11-8dxxj193	nmdc:DataObject	nmdc:dobj-11-dk06d039|nmdc:dobj-11-v7et1947	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - HARV_004-O-20200713-COMP-DNA1
nmdc:omprc-11-3q2xzk33		nmdc:ProcessedSample	nmdc:procsm-11-8re7ja03	nmdc:DataObject	nmdc:dobj-11-4pwazj80|nmdc:dobj-11-sqcv5090	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_044-M-20160914-COMP-DNA1
nmdc:omprc-11-qxq15411		nmdc:ProcessedSample	nmdc:procsm-11-qftx6461	nmdc:DataObject	nmdc:dobj-11-9bzckd52|nmdc:dobj-11-axdgy104	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_042-M-20160828-COMP-DNA1
nmdc:omprc-11-gc9kdm55		nmdc:ProcessedSample	nmdc:procsm-11-mgzkvh54	nmdc:DataObject	nmdc:dobj-11-gsavbb59|nmdc:dobj-11-m3ev3d02	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_015-M-20160912-COMP-DNA1
nmdc:omprc-11-62y3k087		nmdc:ProcessedSample	nmdc:procsm-11-wgemah72	nmdc:DataObject	nmdc:dobj-11-33txxd56|nmdc:dobj-11-d0aawt16	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_003-M-20180529-COMP-DNA1
nmdc:omprc-11-5db5cn15		nmdc:ProcessedSample	nmdc:procsm-11-kc49ev45	nmdc:DataObject	nmdc:dobj-11-ngm94338|nmdc:dobj-11-q00tt706	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - HEAL_045-O-20160727-COMP-DNA1
nmdc:omprc-11-xxfxhd11		nmdc:ProcessedSample	nmdc:procsm-11-m3smzt70	nmdc:DataObject	nmdc:dobj-11-8bsw1m98|nmdc:dobj-11-m10pe142	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NOGP_003-M-20200708-COMP-DNA1
nmdc:omprc-11-j5zf8629		nmdc:ProcessedSample	nmdc:procsm-11-1423hk02	nmdc:DataObject	nmdc:dobj-11-cpphfp97|nmdc:dobj-11-rm1vtd11	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_044-M-20171128-COMP-DNA1
nmdc:omprc-11-6bbgvy09		nmdc:ProcessedSample	nmdc:procsm-11-ewf4fc13	nmdc:DataObject	nmdc:dobj-11-6h42hz32|nmdc:dobj-11-tjph1111	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_003-M-20160714-COMP-DNA1
nmdc:omprc-11-m5r1aw24		nmdc:ProcessedSample	nmdc:procsm-11-x6b1mw47	nmdc:DataObject	nmdc:dobj-11-9kc10x15|nmdc:dobj-11-yfwgtv37	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MLBS_007-M-20180612-COMP-DNA1
nmdc:omprc-11-t5bpfm59		nmdc:ProcessedSample	nmdc:procsm-11-60cebb44	nmdc:DataObject	nmdc:dobj-11-f10k2z08|nmdc:dobj-11-g6n3xe42	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_045-M-20190717-COMP-DNA1
nmdc:omprc-11-btb5me40		nmdc:ProcessedSample	nmdc:procsm-11-57sm1p84	nmdc:DataObject	nmdc:dobj-11-m13swj69|nmdc:dobj-11-q07c3s53	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_045-M-20170712-COMP-DNA1
nmdc:omprc-11-q71ncg24		nmdc:ProcessedSample	nmdc:procsm-11-my2jq385	nmdc:DataObject	nmdc:dobj-11-3k4zd704|nmdc:dobj-11-fmg82h26	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - HARV_005-O-20200716-COMP-DNA1
nmdc:omprc-11-zzyqj063		nmdc:ProcessedSample	nmdc:procsm-11-pzzrka66	nmdc:DataObject	nmdc:dobj-11-4w9gtd21|nmdc:dobj-11-5bfahj53	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MLBS_007-O-20180612-COMP-DNA1
nmdc:omprc-11-4b6r5h97		nmdc:ProcessedSample	nmdc:procsm-11-fvv3qr43	nmdc:DataObject	nmdc:dobj-11-46v4zj25|nmdc:dobj-11-t57tcj71|nmdc:dobj-11-0bwdp298|nmdc:dobj-11-c9gmjt94	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_004-O-20170731-COMP-DNA1
nmdc:omprc-11-m2ghsf18		nmdc:ProcessedSample	nmdc:procsm-11-32hvwb14	nmdc:DataObject	nmdc:dobj-11-3g1dew34|nmdc:dobj-11-5791dm85	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_009-M-20170627-COMP-DNA1
nmdc:omprc-11-w25t5j22		nmdc:ProcessedSample	nmdc:procsm-11-j4x9sc37	nmdc:DataObject	nmdc:dobj-11-kvfsz397|nmdc:dobj-11-mejh9230	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_003-M-20180717-COMP-DNA1
nmdc:omprc-11-tgatse60		nmdc:ProcessedSample	nmdc:procsm-11-qghew178	nmdc:DataObject	nmdc:dobj-11-2rw7vr11|nmdc:dobj-11-g7bpgc85	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LENO_064-M-20180709-COMP-DNA1
nmdc:omprc-11-e34pxe65		nmdc:ProcessedSample	nmdc:procsm-11-3f6yys18	nmdc:DataObject	nmdc:dobj-11-4yrpbb08|nmdc:dobj-11-zsrykw85	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - KONZ_043-M-20160714-COMP-DNA1
nmdc:omprc-11-ntw7x357		nmdc:ProcessedSample	nmdc:procsm-11-pjkbav49	nmdc:DataObject	nmdc:dobj-11-g2krff79|nmdc:dobj-11-kvxh3869	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_005-M-20180801-COMP-DNA1
nmdc:omprc-11-e9jfa706		nmdc:ProcessedSample	nmdc:procsm-11-fanpe211	nmdc:DataObject	nmdc:dobj-11-mh892731|nmdc:dobj-11-pvst2c49	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_045-M-20170627-COMP-DNA1
nmdc:omprc-11-pp00bw52		nmdc:ProcessedSample	nmdc:procsm-11-69864212	nmdc:DataObject	nmdc:dobj-11-p5e2ag49|nmdc:dobj-11-wyb2zg76	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_044-M-20170627-COMP-DNA1
nmdc:omprc-11-fxsrte22		nmdc:ProcessedSample	nmdc:procsm-11-jhcv3445	nmdc:DataObject	nmdc:dobj-11-6yd9ta95|nmdc:dobj-11-q0pr7453	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_041-M-20180731-COMP-DNA1
nmdc:omprc-11-sptvb967		nmdc:ProcessedSample	nmdc:procsm-11-x90hsy07	nmdc:DataObject	nmdc:dobj-11-6b9fws79|nmdc:dobj-11-8z8cc028	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - HARV_021-O-20190716-COMP-DNA1
nmdc:omprc-11-m19sxh09		nmdc:ProcessedSample	nmdc:procsm-11-mthrb380	nmdc:DataObject	nmdc:dobj-11-acbt6x26|nmdc:dobj-11-j5tr9q94	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_041-O-20160828-COMP-DNA1
nmdc:omprc-11-md6kmz67		nmdc:ProcessedSample	nmdc:procsm-11-dsa0d958	nmdc:DataObject	nmdc:dobj-11-773va177|nmdc:dobj-11-sj6z1d38	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - MLBS_064-O-20180612-COMP-DNA1
nmdc:omprc-11-d6aqag45		nmdc:ProcessedSample	nmdc:procsm-11-shtwx719	nmdc:DataObject	nmdc:dobj-11-07b2py77|nmdc:dobj-11-64rhv571	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OAES_043-M-20160808-COMP-DNA1
nmdc:omprc-11-q0y0hb94		nmdc:ProcessedSample	nmdc:procsm-11-eaht2s30	nmdc:DataObject	nmdc:dobj-11-79c7eb55|nmdc:dobj-11-x33vy692	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_004-M-20160912-COMP-DNA1
nmdc:omprc-11-4k14ck14		nmdc:ProcessedSample	nmdc:procsm-11-5c9fp318	nmdc:DataObject	nmdc:dobj-11-4nw2wx97|nmdc:dobj-11-k220jw24|nmdc:dobj-11-6m6mc362|nmdc:dobj-11-rq69s659	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_043-O-20160828-COMP-DNA1
nmdc:omprc-11-5g4hnq67		nmdc:ProcessedSample	nmdc:procsm-11-qyv7nd02	nmdc:DataObject	nmdc:dobj-11-ajewje07|nmdc:dobj-11-h2dfd971	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - NIWO_043-M-20190805-COMP-DNA1
nmdc:omprc-11-6m5h1s29		nmdc:ProcessedSample	nmdc:procsm-11-x6kwkz72	nmdc:DataObject	nmdc:dobj-11-5d4gzg23|nmdc:dobj-11-tw6zd788	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - LAJA_001-M-20171128-COMP-DNA1
