dnaSampleID	sequencerRunID	internalLabID	rawDataFileName	rawDataFileDescription	rawDataFilePath	checkSum
HOPB.20200719.EPILITHON.1.DNA-DNA1	H75TCBGXM	20A_16_1474	BMI_20A_16_1474_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_16_1474_mms_H75TCBGXM_R1.fastq.gz	a433725f938ee88e3263ea0c18c9f00e
HOPB.20200719.EPILITHON.4.DNA-DNA1	H75TCBGXM	20A_16_1477	BMI_20A_16_1477_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_16_1477_mms_H75TCBGXM_R1.fastq.gz	2231fbb4dde2060673b8d24b5a634bed
HOPB.20200719.EPILITHON.3.DNA-DNA1	H75TCBGXM	20A_16_1476	BMI_20A_16_1476_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_16_1476_mms_H75TCBGXM_R2.fastq.gz	dba14a583067317d95196ecab7288b7d
HOPB.20200719.EPILITHON.3.DNA-DNA1	H75TCBGXM	20A_16_1476	BMI_20A_16_1476_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_16_1476_mms_H75TCBGXM_R1.fastq.gz	4352a9f54087b241658a07445345dd71
HOPB.20200719.EPILITHON.2.DNA-DNA1	H75TCBGXM	20A_16_1475	BMI_20A_16_1475_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_16_1475_mms_H75TCBGXM_R1.fastq.gz	f9db287446db8a4728b9a6ff6a89cc26
HOPB.20200719.EPILITHON.4.DNA-DNA1	H75TCBGXM	20A_16_1477	BMI_20A_16_1477_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_16_1477_mms_H75TCBGXM_R2.fastq.gz	95b7e8361ddf7039b411b65d5f696ff2
HOPB.20200719.EPILITHON.5.DNA-DNA1	H75TCBGXM	20A_16_1478	BMI_20A_16_1478_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_16_1478_mms_H75TCBGXM_R2.fastq.gz	bb1038793618e519fadffeb32f962635
HOPB.20200719.EPILITHON.5.DNA-DNA1	H75TCBGXM	20A_16_1478	BMI_20A_16_1478_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_16_1478_mms_H75TCBGXM_R1.fastq.gz	e9bb919cdbefeaea52920e63a499127c
CUPE.20190625.EPILITHON.8.DNA-DNA1	HVMHLBGXG	19A_10_0875	BMI_HVMHLBGXG_Plate19A_10WellF4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellF4_R2.fastq.gz	0e350e53bb0bac8c99331f8c4c15887f
CUPE.20190625.EPILITHON.7.DNA-DNA1	HVMHLBGXG	19A_10_0874	BMI_HVMHLBGXG_Plate19A_10WellE4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellE4_R1.fastq.gz	04317addecb31d8a3b2f27d4ca6090be
CUPE.20190625.EPILITHON.6.DNA-DNA1	HVMHLBGXG	19A_10_0873	BMI_HVMHLBGXG_Plate19A_10WellD4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellD4_R1.fastq.gz	1e5c1ada7daae03e2b5841141020752d
CUPE.20190625.EPILITHON.1.DNA-DNA1	HVMHLBGXG	19A_10_0868	BMI_HVMHLBGXG_Plate19A_10WellG3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellG3_R2.fastq.gz	ed97aa5fa547386a9939850215f61a80
CUPE.20190625.EPILITHON.5.DNA-DNA1	HVMHLBGXG	19A_10_0872	BMI_HVMHLBGXG_Plate19A_10WellC4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellC4_R2.fastq.gz	9f84e9d5866fd8aea7e591cd7fd8871c
CUPE.20190625.EPILITHON.1.DNA-DNA1	HVMHLBGXG	19A_10_0868	BMI_HVMHLBGXG_Plate19A_10WellG3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellG3_R1.fastq.gz	594ca1c8ac506c78f916797887103d6e
CUPE.20190625.EPILITHON.5.DNA-DNA1	HVMHLBGXG	19A_10_0872	BMI_HVMHLBGXG_Plate19A_10WellC4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellC4_R1.fastq.gz	f03b05afed8dc94b59f217c4e72b8720
CUPE.20190625.EPILITHON.8.DNA-DNA1	HVMHLBGXG	19A_10_0875	BMI_HVMHLBGXG_Plate19A_10WellF4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellF4_R1.fastq.gz	98d996dae63d3db79428b55d4c76fabf
CUPE.20190625.EPILITHON.2.DNA-DNA1	HVMHLBGXG	19A_10_0869	BMI_HVMHLBGXG_Plate19A_10WellH3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellH3_R2.fastq.gz	7bc1851583a87cb735f739d16deb9cc6
CUPE.20190625.EPILITHON.7.DNA-DNA1	HVMHLBGXG	19A_10_0874	BMI_HVMHLBGXG_Plate19A_10WellE4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellE4_R2.fastq.gz	2950f1bbe68938c7e4fb82f616f37d3b
CUPE.20190625.EPILITHON.6.DNA-DNA1	HVMHLBGXG	19A_10_0873	BMI_HVMHLBGXG_Plate19A_10WellD4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellD4_R2.fastq.gz	47cd2fbb159a65f9d823868449c6cb59
CUPE.20190625.EPILITHON.2.DNA-DNA1	HVMHLBGXG	19A_10_0869	BMI_HVMHLBGXG_Plate19A_10WellH3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellH3_R1.fastq.gz	7968f7a60bdd835b188c3c585832bb83
CUPE.20190625.EPILITHON.4.DNA-DNA1	HHGLLBGXH	19A_10_0871	BMI_HHGLLBGXH_Plate19A_10WellB4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HHGLLBGXH_mms_R2/BMI_HHGLLBGXH_Plate19A_10WellB4_R2.fastq.gz	327f6ea516a8c8cad63b03580bee1ad2
CUPE.20190625.EPILITHON.4.DNA-DNA1	HHGLLBGXH	19A_10_0871	BMI_HHGLLBGXH_Plate19A_10WellB4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HHGLLBGXH_mms_R1/BMI_HHGLLBGXH_Plate19A_10WellB4_R1.fastq.gz	7e6af028def73f0734f74e75e2014037
CUPE.20190625.EPILITHON.3.DNA-DNA1	HHGLLBGXH	19A_10_0870	BMI_HHGLLBGXH_Plate19A_10WellA4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HHGLLBGXH_mms_R2/BMI_HHGLLBGXH_Plate19A_10WellA4_R2.fastq.gz	2126513989c274dd7fce0afeb68b4fd5
CUPE.20190625.EPILITHON.3.DNA-DNA1	HHGLLBGXH	19A_10_0870	BMI_HHGLLBGXH_Plate19A_10WellA4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HHGLLBGXH_mms_R1/BMI_HHGLLBGXH_Plate19A_10WellA4_R1.fastq.gz	9d92509c0a821357121e3de95d361906
GUIL.20190701.EPILITHON.6.DNA-DNA1	HVMHLBGXG	19A_10_0882	BMI_HVMHLBGXG_Plate19A_10WellE5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellE5_R1.fastq.gz	9a411f4a5d09457d8f6b34b51ffba519
GUIL.20190701.EPILITHON.8.DNA-DNA1	HVMHLBGXG	19A_10_0896	BMI_HVMHLBGXG_Plate19A_10WellC7_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellC7_R1.fastq.gz	5ce6dcd6e337474ae4eab974156f02de
GUIL.20190701.EPILITHON.7.DNA-DNA1	HVMHLBGXG	19A_10_0895	BMI_HVMHLBGXG_Plate19A_10WellB7_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellB7_R2.fastq.gz	22e9dbe7bef149ac222531bd2e292e90
GUIL.20190701.EPILITHON.3.DNA-DNA1	HVMHLBGXG	19A_10_0879	BMI_HVMHLBGXG_Plate19A_10WellB5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellB5_R1.fastq.gz	12f0a277a4df739ae7579f79c1d19ea4
GUIL.20190701.EPILITHON.4.DNA-DNA1	HVMHLBGXG	19A_10_0880	BMI_HVMHLBGXG_Plate19A_10WellC5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellC5_R1.fastq.gz	c5af721d76671ad46ddadfbf1a6aca94
GUIL.20190701.EPILITHON.1.DNA-DNA1	HVMHLBGXG	19A_10_0877	BMI_HVMHLBGXG_Plate19A_10WellH4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellH4_R1.fastq.gz	8246afa64193912b68ddda8fc6285971
GUIL.20190701.EPILITHON.1.DNA-DNA1	HVMHLBGXG	19A_10_0877	BMI_HVMHLBGXG_Plate19A_10WellH4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellH4_R2.fastq.gz	083e94db47d3c7f6bd0c90692daaf143
GUIL.20190701.EPILITHON.7.DNA-DNA1	HVMHLBGXG	19A_10_0895	BMI_HVMHLBGXG_Plate19A_10WellB7_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellB7_R1.fastq.gz	795f8d9399d635178e733ed1d4dc3882
GUIL.20190701.EPILITHON.3.DNA-DNA1	HVMHLBGXG	19A_10_0879	BMI_HVMHLBGXG_Plate19A_10WellB5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellB5_R2.fastq.gz	ca42d87260212d8fc4ac1a0320551ac4
GUIL.20190701.EPILITHON.2.DNA-DNA1	HVMHLBGXG	19A_10_0878	BMI_HVMHLBGXG_Plate19A_10WellA5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellA5_R2.fastq.gz	4d7f134becd97f5e0939b6c6dceaabda
GUIL.20190701.EPILITHON.5.DNA-DNA1	HVMHLBGXG	19A_10_0881	BMI_HVMHLBGXG_Plate19A_10WellD5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellD5_R2.fastq.gz	f0c83ec06bb8099da28cd28c352462e2
GUIL.20190701.EPILITHON.2.DNA-DNA1	HVMHLBGXG	19A_10_0878	BMI_HVMHLBGXG_Plate19A_10WellA5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellA5_R1.fastq.gz	3fcc3e3361127bd82a7ce8e3aba47513
GUIL.20190701.EPILITHON.8.DNA-DNA1	HVMHLBGXG	19A_10_0896	BMI_HVMHLBGXG_Plate19A_10WellC7_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellC7_R2.fastq.gz	1fc3edfa155ce0cd6f85b768c5458229
GUIL.20190701.EPILITHON.5.DNA-DNA1	HVMHLBGXG	19A_10_0881	BMI_HVMHLBGXG_Plate19A_10WellD5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate19A_10WellD5_R1.fastq.gz	a0615b4b5f78d746b8216b750230fae6
GUIL.20190701.EPILITHON.6.DNA-DNA1	HVMHLBGXG	19A_10_0882	BMI_HVMHLBGXG_Plate19A_10WellE5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellE5_R2.fastq.gz	a575e763702633434eee07e3076ee3a6
GUIL.20190701.EPILITHON.4.DNA-DNA1	HVMHLBGXG	19A_10_0880	BMI_HVMHLBGXG_Plate19A_10WellC5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate19A_10WellC5_R2.fastq.gz	e75a72790b064d3946a6ca3b7a416e57
KING.20190723.EPILITHON.8.DNA-DNA1	HY5W2BGXG	19A_22_1995	BMI_HY5W2BGXG_Plate19A_22WellF3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19A_22WellF3_R1.fastq.gz	8f308ff76a6d520acf2ed8eed54af4a5
KING.20190723.EPILITHON.1.DNA-DNA1	HY5W2BGXG	19A_22_1988	BMI_HY5W2BGXG_Plate19A_22WellG2_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19A_22WellG2_R1.fastq.gz	319b448b3042020b3f2e2c537e3166c5
KING.20190723.EPILITHON.2.DNA-DNA1	HY5W2BGXG	19A_22_1989	BMI_HY5W2BGXG_Plate19A_22WellH2_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19A_22WellH2_R2.fastq.gz	90ef5833e66e54a8c530d16d35b4d6b5
KING.20190723.EPILITHON.4.DNA-DNA1	HY5W2BGXG	19A_22_1991	BMI_HY5W2BGXG_Plate19A_22WellB3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19A_22WellB3_R1.fastq.gz	2c7d836ddad19a17ee01f7d9dd97652b
KING.20190723.EPILITHON.3.DNA-DNA1	HY5W2BGXG	19A_22_1990	BMI_HY5W2BGXG_Plate19A_22WellA3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19A_22WellA3_R2.fastq.gz	a71782ddddb971c419c4faa421fb67c9
KING.20190723.EPILITHON.3.DNA-DNA1	HY5W2BGXG	19A_22_1990	BMI_HY5W2BGXG_Plate19A_22WellA3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19A_22WellA3_R1.fastq.gz	95b086502ec91fc819a01cb360a9d59e
KING.20190723.EPILITHON.6.DNA-DNA1	HY5W2BGXG	19A_22_1993	BMI_HY5W2BGXG_Plate19A_22WellD3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19A_22WellD3_R1.fastq.gz	e80f3b72c8743e89225fcab50a3a6054
KING.20190723.EPILITHON.5.DNA-DNA1	HY5W2BGXG	19A_22_1992	BMI_HY5W2BGXG_Plate19A_22WellC3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19A_22WellC3_R2.fastq.gz	8ebbe78e7aaa44b568ae6e79b30dfda0
KING.20190723.EPILITHON.4.DNA-DNA1	HY5W2BGXG	19A_22_1991	BMI_HY5W2BGXG_Plate19A_22WellB3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19A_22WellB3_R2.fastq.gz	d2e7b50f3b71411edd44788fc18a4517
KING.20190723.EPILITHON.1.DNA-DNA1	HY5W2BGXG	19A_22_1988	BMI_HY5W2BGXG_Plate19A_22WellG2_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19A_22WellG2_R2.fastq.gz	0d7b4909fb6f2b6994b8df4b8aedd88a
KING.20190723.EPILITHON.8.DNA-DNA1	HY5W2BGXG	19A_22_1995	BMI_HY5W2BGXG_Plate19A_22WellF3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19A_22WellF3_R2.fastq.gz	d6c0c809b20bc450de32fd5db8dd10fd
KING.20190723.EPILITHON.5.DNA-DNA1	HY5W2BGXG	19A_22_1992	BMI_HY5W2BGXG_Plate19A_22WellC3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19A_22WellC3_R1.fastq.gz	16d06b83dac27d21fd73c1d668e97d0a
KING.20190723.EPILITHON.7.DNA-DNA1	HY5W2BGXG	19A_22_1994	BMI_HY5W2BGXG_Plate19A_22WellE3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19A_22WellE3_R1.fastq.gz	bda994a7b7520030ffe35bab5d121433
KING.20190723.EPILITHON.2.DNA-DNA1	HY5W2BGXG	19A_22_1989	BMI_HY5W2BGXG_Plate19A_22WellH2_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19A_22WellH2_R1.fastq.gz	9fd6f344a2e62dc868fb0f41bc24cad7
KING.20190723.EPILITHON.7.DNA-DNA1	HY5W2BGXG	19A_22_1994	BMI_HY5W2BGXG_Plate19A_22WellE3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19A_22WellE3_R2.fastq.gz	1e1aa6009ed73a24e178b95403c47211
KING.20190723.EPILITHON.6.DNA-DNA1	HY5W2BGXG	19A_22_1993	BMI_HY5W2BGXG_Plate19A_22WellD3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19A_22WellD3_R2.fastq.gz	d50c3d8fee838a53c5411a7efbde44b2
KING.20200728.EPILITHON.3.DNA-DNA1	H75TCBGXM	20A_18_1583	BMI_20A_18_1583_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_18_1583_mms_H75TCBGXM_R2.fastq.gz	10c5f058e23a79a6a9784d3540a2f8b9
KING.20200728.EPILITHON.4.DNA-DNA1	H75TCBGXM	20A_18_1582	BMI_20A_18_1582_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_18_1582_mms_H75TCBGXM_R2.fastq.gz	9c6e96438d0e5806fe6cf0229f46b132
KING.20200728.EPILITHON.3.DNA-DNA1	H75TCBGXM	20A_18_1583	BMI_20A_18_1583_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_18_1583_mms_H75TCBGXM_R1.fastq.gz	5d95d75309550f5cfaa4fedbb5b542d2
KING.20200728.EPILITHON.8.DNA-DNA1	H75TCBGXM	20A_18_1578	BMI_20A_18_1578_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_18_1578_mms_H75TCBGXM_R2.fastq.gz	c1a572aed276cb79819fb4034a0dff10
KING.20200728.EPILITHON.6.DNA-DNA1	H75TCBGXM	20A_18_1580	BMI_20A_18_1580_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_18_1580_mms_H75TCBGXM_R1.fastq.gz	be1eb5e2367c517fb688a181a7204a61
KING.20200728.EPILITHON.5.DNA-DNA1	H75TCBGXM	20A_18_1581	BMI_20A_18_1581_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_18_1581_mms_H75TCBGXM_R2.fastq.gz	e7b18f4533cda95049346ec715b80cd0
KING.20200728.EPILITHON.8.DNA-DNA1	H75TCBGXM	20A_18_1578	BMI_20A_18_1578_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_18_1578_mms_H75TCBGXM_R1.fastq.gz	ddba7259d676bc84e0777c8be3489add
KING.20200728.EPILITHON.5.DNA-DNA1	H75TCBGXM	20A_18_1581	BMI_20A_18_1581_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_18_1581_mms_H75TCBGXM_R1.fastq.gz	a6a9cb1f2636841fb526abe9689507aa
KING.20200728.EPILITHON.7.DNA-DNA1	H75TCBGXM	20A_18_1579	BMI_20A_18_1579_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_18_1579_mms_H75TCBGXM_R2.fastq.gz	f9a4d9b7f915e84f74997f135ea21ebe
KING.20200728.EPILITHON.7.DNA-DNA1	H75TCBGXM	20A_18_1579	BMI_20A_18_1579_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_18_1579_mms_H75TCBGXM_R1.fastq.gz	4c5c83a87f4fb1b8cbc7599a1d6a6211
KING.20200728.EPILITHON.2.DNA-DNA1	H75TCBGXM	20A_18_1584	BMI_20A_18_1584_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_18_1584_mms_H75TCBGXM_R1.fastq.gz	dc647cb7e31a5e7d80be6f1472046a89
KING.20200728.EPILITHON.2.DNA-DNA1	H75TCBGXM	20A_18_1584	BMI_20A_18_1584_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_18_1584_mms_H75TCBGXM_R2.fastq.gz	065ef4a557730f6e7b964a84c7d4dba5
KING.20200728.EPILITHON.4.DNA-DNA1	H75TCBGXM	20A_18_1582	BMI_20A_18_1582_mms_H75TCBGXM_R1.fastq.gz	Raw R1 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R1/BMI_20A_18_1582_mms_H75TCBGXM_R1.fastq.gz	47d57d9d79e10203cef039396289f427
KING.20200728.EPILITHON.6.DNA-DNA1	H75TCBGXM	20A_18_1580	BMI_20A_18_1580_mms_H75TCBGXM_R2.fastq.gz	Raw R2 fastq file	https://storage.neonscience.org/neon-microbial-raw-seq-files/2022/H75TCBGXM_R2/BMI_20A_18_1580_mms_H75TCBGXM_R2.fastq.gz	dca0d3340092f4584f67695623087bc5
